ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
Unit 107 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,177,19,B+,19.17,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,735.00",9.74,0.01
Unit 150 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,611,16,B+,15.61,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"33,605.00",33.61,0.03
Unit 168 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,240,18,B+,17.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,200.00",13.2,0.01
Unit 13 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,111,62,E+,61.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,320.00",13.32,0.01
"Unit 101, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,625,8,A,7.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"18,750.00",18.75,0.02
Unit 120a Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,106,41,C,41.06,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"12,720.00",12.72,0.01
"Unit 41, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,226,10,A,10.48,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,780.00",6.78,0.01
"Unit 35, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,21,24,B,23.9,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"1,155.00",1.16,0
Unit 56-57 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,655,208,G,208.43,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"78,600.00",78.6,0.08
Unit 111 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,114,64,E+,64.39,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,680.00",13.68,0.01
Unit 63-64 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,642,16,B+,15.59,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,310.00",35.31,0.04
Unit 148,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,241,10,A,9.7,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,230.00",7.23,0.01
Unit 109 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,483,21,B+,21.2,None,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"26,565.00",26.57,0.03
Braehead Arena,Kings Inch Road,Glasgow,G51 4BN,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",10672,22,B+,21.5,None,Grid supplied,Natural Gas,Air Conditioning,,"586,960.00",586.96,0.59
Unit 140a Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,96,19,B+,18.51,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,280.00",5.28,0.01
Unit 155,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,99,15,A,15.17,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,970.00",2.97,0
Unit 142 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,111,18,B+,18.38,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,105.00",6.11,0.01
Unit 151,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,283,11,A,10.54,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,490.00",8.49,0.01
Unit 43 Intu Braehead Shopping Centre,Kings Inch Road,GLASGOW,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1017,45,C,44.77,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"122,040.00",122.04,0.12
Unit 164,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,70,15,A,14.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,100.00",2.1,0
Clydebuilt Maritime Museum. Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,677,43,C,42.85,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"81,240.00",81.24,0.08
Unit 7,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,291,12,A,11.96,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,730.00",8.73,0.01
Unit 154,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,103,12,A,11.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,090.00",3.09,0
"Unit 65, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,347,14,A,13.51,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,410.00",10.41,0.01
Units 8-9 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,515,16,B+,15.84,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,325.00",28.33,0.03
Unit 51 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,361,18,B+,17.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"19,855.00",19.86,0.02
Unit 52,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,254,9,A,9.21,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,620.00",7.62,0.01
Unit 66,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,143,9,A,9.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,290.00",4.29,0
Unit 3 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,123,18,B+,18.29,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,765.00",6.77,0.01
Unit 169 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,238,18,B+,17.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,090.00",13.09,0.01
Unit 153 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,136,18,B+,18.24,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,480.00",7.48,0.01
Unit 121 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,278,18,B+,17.91,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"15,290.00",15.29,0.02
Unit 102 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,238,27,B,27.45,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"13,090.00",13.09,0.01
Units 58-59 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,999,15,A,15.46,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,970.00",29.97,0.03
Unit 162A Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,245,33,C+,32.75,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"20,825.00",20.83,0.02
Unit 106 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,197,28,B,27.87,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,835.00",10.84,0.01
Unit 167 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,394,18,B+,17.81,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,670.00",21.67,0.02
"Unit 108, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,314,9,A,9.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,420.00",9.42,0.01
Unit 43 - 44 Intu Braehead Shopping Centre,Kings Inch Road,Renfrewshire,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1017,45,C,44.77,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"122,040.00",122.04,0.12
Unit 105,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,208,14,A,14.39,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,240.00",6.24,0.01
Unit 36 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,75,19,B+,18.63,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,125.00",4.13,0
Unit 35 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,21,71,E,70.52,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,520.00",2.52,0
"Unit 5B, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,345,13,A,12.66,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,350.00",10.35,0.01
"Unit 34, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,41,14,A,14.42,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,230.00",1.23,0
"Unit 42, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1034,13,A,12.92,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"31,020.00",31.02,0.03
Unit 37 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,49,19,B+,18.96,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,695.00",2.7,0
"Unit 123, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,413,40,C,39.78,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"49,560.00",49.56,0.05
Unit 42-42A Braehead Shopping Centre,King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,962,57,D,56.84,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"96,200.00",96.2,0.1
Unit 46-48B Braehead Shopping Centre,King’s Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2467,15,A,15.26,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"74,010.00",74.01,0.07
Unit 149,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2480,8,A,8.34,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"74,400.00",74.4,0.07
Unit 55,Intu Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,152,29,B,29.11,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"8,360.00",8.36,0.01
"Unit 144-145, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,921,10,A,10.46,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"27,630.00",27.63,0.03
UME 95 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Office/Workshop,Offices and Workshop businesses,49,30,B,29.58,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"2,695.00",2.7,0
Unit 103 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,178,28,B,28.47,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,790.00",9.79,0.01
Unit 2,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,475,10,A,9.73,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"14,250.00",14.25,0.01
Unit 1A Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,8019,17,B+,16.8,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"441,045.00",441.05,0.44
Unit 171 Braehead Shopping Centre,King’s Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,92,18,B+,18.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,060.00",5.06,0.01
Unit 156,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,78,13,A,13.47,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,340.00",2.34,0
Unit 4 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,193,28,B,27.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,615.00",10.62,0.01
"Unit 139, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,19,41,C,40.9,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"2,280.00",2.28,0
Units 61-62 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1511,15,A,15.33,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"45,330.00",45.33,0.05
Unit 165 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,67,19,B+,18.74,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,685.00",3.69,0
Unit 162B Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,67,19,B+,18.75,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,685.00",3.69,0
Unit 38 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,176,18,B+,18.12,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,680.00",9.68,0.01
67 (LR48) Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,190,22,B+,21.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,450.00",10.45,0.01
Unit 1B Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,2697,15,A,15.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"80,910.00",80.91,0.08
Unit 2 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,475,54,D,53.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"47,500.00",47.5,0.05
Unit 48 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,673,58,D,57.79,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"67,300.00",67.3,0.07
UME 96 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Office/Workshop,Offices and Workshop businesses,26,94,F,94.19,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,120.00",3.12,0
Unit 110,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,45,12,A,12.28,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,350.00",1.35,0
Unit 141 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,174,18,B+,18.12,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,570.00",9.57,0.01
Unit 11 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,171,28,B,28.14,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"9,405.00",9.41,0.01
Unit 53 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,213,60,D,59.64,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,300.00",21.3,0.02
Unit 53,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,202,14,A,13.79,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,060.00",6.06,0.01
Unit 44 Intu Braehead Braehead Shopping Centre,Kings Inch Road,Renfrewshire,G51 4BN,Retail/Financial,Retail/Financial and Professional services,627,325,G,324.93,None,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"75,240.00",75.24,0.08
Unit 48A Intu Braehead Shopping Centre,Kings Inch Road,GLASGOW,G51 4BN,Retail/Financial,Retail/Financial and Professional services,247,67,E+,67.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"29,640.00",29.64,0.03
Unit 5A Intu Braehead Braehead Management Suite Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,198,240,G,240.37,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"23,760.00",23.76,0.02
Unit 52 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,359,58,D,58.16,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,900.00",35.9,0.04
Unit 60 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,889,15,A,15.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"26,670.00",26.67,0.03
