ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
Unit 5,54 Helen Street,Glasgow,G51 3HQ,General Industrial,General Industrial and Special Industrial Groups,928,22,B+,22.18,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"51,040.00",51.04,0.05
Unit 6,54 Helen Street,Glasgow,G51 3HQ,General Industrial,General Industrial and Special Industrial Groups,477,8,A,7.6,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"14,310.00",14.31,0.01
Unit 3,54 Helen Street,Glasgow,G51 3HQ,Storage/Distribution,Storage or Distribution,465,82,F+,82.43,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"13,950.00",13.95,0.01
480 HELEN STREET,,GLASGOW,G51 3HR,Retail/Financial,Retail/Financial and Professional services,3149,74,E,74.5,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"377,880.00",377.88,0.38
426 HELEN STREET,,GLASGOW,G51 3HR,Office/Workshop,Offices and Workshop businesses,741,186,G,185.83,None,Grid supplied,Oil,Heating and Natural Ventilation,,"88,920.00",88.92,0.09
426A HELEN STREET,,GLASGOW,G51 3HR,Retail/Financial,Retail/Financial and Professional services,801,140,G,140.48,None,Grid supplied,Oil,Heating and Mechanical Ventilation,,"96,120.00",96.12,0.1
Toys R Us,400 Helen Street,Glasgow,G51 3HR,Retail/Financial,Retail/Financial and Professional services,4062,113,G,113.31,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"487,440.00",487.44,0.49
382 Helen Street,,Glasgow,G51 3HR,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,256,237,G,237.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"30,720.00",30.72,0.03
Kiosk,500 Helen Street,Glasgow,G51 3HR,Retail/Financial,Retail/Financial and Professional services,34,110,G,109.65,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,080.00",4.08,0
386-400 Helen Street Retail Park,,Govan,G51 3HR,Retail/Financial,Retail/Financial and Professional services,1738,15,A,14.51,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"52,140.00",52.14,0.05
71 LOANBANK QUADRANT,,GLASGOW,G51 3HZ,General Industrial,General Industrial and Special Industrial Groups,294,66,E+,65.68,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"35,280.00",35.28,0.04
74 LOANBANK QUADRANT,,GLASGOW,G51 3HZ,Office/Workshop,Offices and Workshop businesses,5234,41,C,41.34,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"628,080.00",628.08,0.63
34 LOANBANK QUADRANT,,GLASGOW,G51 3HZ,Office/Workshop,B1 Offices and Workshop businesses,510,30,B,30.3,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,050.00",28.05,0.03
75 LOANBANK QUADRANT,,GLASGOW,G51 3HZ,General Industrial,General Industrial and Special Industrial Groups,345,24,B,24.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"18,975.00",18.98,0.02
91 Loanbank Quadrant,,Glasgow,G51 3HZ,Storage/Distribution,Storage or Distribution,579,40,C,39.6,None,Grid supplied,Dual Fuel Appliances (Mineral + Wood),Heating and Natural Ventilation,,"17,370.00",17.37,0.02
22 LOANBANK QUADRANT,,GLASGOW,G51 3HZ,Storage/Distribution,Storage or Distribution,335,28,B,28.08,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"10,050.00",10.05,0.01
26 Loanbank Quadant,,Govan,G51 3HZ,Retail/Financial,Retail/Financial and Professional services,206,38,C,37.93,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"24,720.00",24.72,0.02
58 Loanbank Quadrant,Govan,Glasgow,G51 3HZ,Storage/Distribution,Storage or Distribution,955,72,E,71.55,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,650.00",28.65,0.03
250 Helen Street,,Glasgow,G51 3JG,Storage/Distribution,Storage or Distribution,2990,45,C,45.49,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"89,700.00",89.7,0.09
260-266 HELEN STREET,,GLASGOW,G51 3JG,Storage/Distribution,B8 Storage or Distribution,3542,40,C,40.3,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"106,260.00",106.26,0.11
Argyll House,260-266 Helen Street,Glasgow,G51 3JH,Storage/Distribution,Storage or Distribution,3988,7,A+,7.22,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"119,640.00",119.64,0.12
Rear Warehouse,260-266 Helen Street,Glasgow,G51 3JH,Storage/Distribution,Storage or Distribution,904,4,A+,4.32,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"27,120.00",27.12,0.03
15-19 Birkmyre Road,,Glasgow,G51 3JH,Office/Workshop,Offices and Workshop businesses,715,41,C,40.77,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"85,800.00",85.8,0.09
7 BIRKMYRE ROAD,,GLASGOW,G51 3JH,Office/Workshop,Offices and Workshop businesses,669,59,D,59.27,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"66,900.00",66.9,0.07
132 Helen Street,,Glasgow,G51 3JS,Office/Workshop,Offices and Workshop businesses,128,44,C,44.32,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"15,360.00",15.36,0.02
136 HELEN STREET,,GLASGOW,G51 3JS,Retail/Financial,Retail/Financial and Professional services,196,16,B+,16.23,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"10,780.00",10.78,0.01
134 Helen Street,,Glasgow,G51 3JS,Retail/Financial,Retail/Financial and Professional services,157,46,D+,46.02,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"15,700.00",15.7,0.02
Unit 1,Helen Street Industrial Estate,Glasgow,G51 3JS,General Industrial,General Industrial and Special Industrial Groups,354,31,C+,31.41,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"30,090.00",30.09,0.03
Unit 2,Helen Street Industrial Estate,Glasgow,G51 3JS,General Industrial,General Industrial and Special Industrial Groups,586,4,A+,3.62,None,Grid supplied,Other,Unconditioned,,"17,580.00",17.58,0.02
Unit 3,Helen Street Industrial Estate,Glasgow,G51 3JS,General Industrial,General Industrial and Special Industrial Groups,711,4,A+,3.61,None,Grid supplied,Other,Unconditioned,,"21,330.00",21.33,0.02
Unit 4,Helen Street Industrial Estate,Glasgow,G51 3JS,Retail/Financial,Retail/Financial and Professional services,787,30,B,30.05,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"43,285.00",43.29,0.04
UNIT 10 GOVAN CROSS SHOPPING CENTRE,795 GOVAN ROAD,GLASGOW,G51 3JW,Retail/Financial,Retail/Financial and Professional services,135,121,G,121.11,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"16,200.00",16.2,0.02
Unit 3 Govan Cross Shopping Centre,795 Govan Road,Glasgow,G51 3JW,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,127,103,G,103.36,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"15,240.00",15.24,0.02
UNIT 16 GOVAN CROSS SHOPPING CENTRE,795 GOVAN ROAD,GLASGOW,G51 3JW,Retail/Financial,Retail/Financial and Professional services,68,23,B,23.17,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,740.00",3.74,0
Unit 13 Govan Cross Shopping Centre,795 Govan Road,Glasgow,G51 3JW,Retail/Financial,Retail/Financial and Professional services,57,74,E,74.33,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,840.00",6.84,0.01
Unit 21-22 Govan Cross Shopping Centre,795 Govan Road,Glasgow,G51 3JW,Retail/Financial,Retail/Financial and Professional services,595,36,C+,36.16,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"50,575.00",50.58,0.05
Govan Cross Shopping Centre,795 Govan Road,Glasgow,G51 3JW,Retail/Financial,Retail/Financial and Professional services,5632,100,F,100.45,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"675,840.00",675.84,0.68
UNIT 2 GOVAN CROSS SHOPPING CENTRE,795 GOVAN ROAD,GLASGOW,G51 3JW,Retail/Financial,Retail/Financial and Professional services,111,25,B,24.98,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"6,105.00",6.11,0.01
Unit 18,Govan Cross Centre,Glasgow,G51 3JW,Retail/Financial,A1/A2 Retail and Financial/Professional services,198,161,G,161.45,None,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"23,760.00",23.76,0.02
Offices,779 Govan Road,Glasgow,G51 3JY,Office/Workshop,Offices and Workshop businesses,1930,57,D,57.41,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"193,000.00",193,0.19
99 HELEN STREET,,GLASGOW,G51 3LH,Office/Workshop,Offices and Workshop businesses,4296,6,A+,6.29,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"128,880.00",128.88,0.13
8 Harmony Square,,Glasgow,G51 3LW,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",718,63,E+,63.28,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"86,160.00",86.16,0.09
19 NETHAN STREET,,GLASGOW,G51 3LX,Community/Day Centre,Non-residential Institutions: Community/Day Centre,642,38,C,37.67,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"77,040.00",77.04,0.08
165 CROSSLOAN ROAD,,GLASGOW,G51 3NR,Retail/Financial,Retail/Financial and Professional services,97,74,E,74.47,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"11,640.00",11.64,0.01
199 CROSSLOAN ROAD,,GLASGOW,G51 3QD,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,43,351,G,351.36,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"5,160.00",5.16,0.01
170 CROSSLOAN ROAD,,GLASGOW,G51 3QG,Retail/Financial,Retail/Financial and Professional services,85,81,F+,80.53,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"10,200.00",10.2,0.01
71 CRAIGTON ROAD,,GLASGOW,G51 3RB,Storage/Distribution,Storage or Distribution,1232,91,F,91.43,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"36,960.00",36.96,0.04
65 CRAIGTON ROAD,,GLASGOW,G51 3RB,General Industrial,General Industrial and Special Industrial Groups,475,66,E+,66.45,Photovoltaics,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"57,000.00",57,0.06
15 Skipness Drive,,Glasgow,G51 3RJ,Retail/Financial,A1/A2 Retail and Financial/Professional services,37,125,G,124.53,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,440.00",4.44,0
380 Helen Street,Goven,Glasgow,G51 3RN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,392,238,G,237.75,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"47,040.00",47.04,0.05
70 Nimmo Dr,,Glasgow,G51 3SG,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,2169,129,G,129.22,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"325,350.00",325.35,0.33
20 NIMMO DRIVE,,GLASGOW,G51 3SX,Office/Workshop,Offices and Workshop businesses,571,159,G,158.72,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"68,520.00",68.52,0.07
4 Craigton Road,,Glasgow,G51 3TB,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,101,33,C+,33.42,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"9,595.00",9.6,0.01
818 GOVAN ROAD,,GLASGOW,G51 3UP,Retail/Financial,Retail/Financial and Professional services,302,34,C+,34.2,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"25,670.00",25.67,0.03
816 Govan Road,,Glasgow,G51 3UP,Retail/Financial,Retail/Financial and Professional services,312,36,C+,36.22,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"26,520.00",26.52,0.03
STOREY 1/1,1 WATER ROW,GLASGOW,G51 3UW,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,142,37,C+,36.93,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"13,490.00",13.49,0.01
246 Langlands Road,,Glasgow,G51 4AJ,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,160,128,G,128.1,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"24,000.00",24,0.02
60 DRUMOYNE ROAD,,GLASGOW,G51 4AU,Retail/Financial,Retail/Financial and Professional services,109,27,B,26.95,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,995.00",6,0.01
PIRIE PARK PRIMARY SCHOOL,337 LANGLANDS ROAD,GLASGOW,G51 4AW,Education,D1 Non-residential Institutions - Education,3636,43,C,43.25,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"436,320.00",436.32,0.44
ST CONSTANTINES PRIMARY SCHOOL,45 DRUMOYNE ROAD,GLASGOW,G51 4AX,Education,Non-residential Institutions: Education,2963,37,C+,36.97,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"251,855.00",251.86,0.25
Modular Classroom St Constantines Primary School,45 Drumoyne Road,Glasgow,G51 4AX,Education,D1 Non-residential Institutions - Education,142,25,B,24.66,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,810.00",7.81,0.01
UNIT 3,250 DRUMOYNE ROAD,GLASGOW,G51 4BH,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,83,169,G,169.39,Heat pumps,Grid supplied,Natural Gas,Air Conditioning,,"9,960.00",9.96,0.01
UNIT 2,250 DRUMOYNE ROAD,GLASGOW,G51 4BH,Retail/Financial,Retail/Financial and Professional services,259,66,E+,65.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"31,080.00",31.08,0.03
UNIT 5,250 DRUMOYNE ROAD,GLASGOW,G51 4BH,Retail/Financial,Retail/Financial and Professional services,312,64,E+,63.86,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"37,440.00",37.44,0.04
UNIT 1,250 DRUMOYNE ROAD,GLASGOW,G51 4BH,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,103,130,G,130.25,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"12,360.00",12.36,0.01
UNIT 4,250 DRUMOYNE ROAD,GLASGOW,G51 4BH,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,193,97,F,96.9,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"23,160.00",23.16,0.02
Govan Health Centre Dental Practice,Drumoyne Road,Glasgow,G51 4BJ,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,209,129,G,128.66,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"31,350.00",31.35,0.03
Govan HC and Elderpark Clinic,5 Drumoyne Road,Glasgow,G51 4BJ,Primary Healthcare Building,Non-residential Institutions: Primary Health Care Building,3225,33,C+,33.35,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"306,375.00",306.38,0.31
Unit 120b Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,104,18,B+,18.43,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,720.00",5.72,0.01
Unit 113 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,29,19,B+,19.35,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"1,595.00",1.6,0
Unit 20 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,275,33,C+,33.25,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"23,375.00",23.38,0.02
Unit 152 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,205,28,B,27.68,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"11,275.00",11.28,0.01
Unit 140B Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,78,19,B+,18.64,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,290.00",4.29,0
Unit 115 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,40,18,B+,17.63,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"2,200.00",2.2,0
Unit 68 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1997,15,A,15.28,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"59,910.00",59.91,0.06
Unit 49 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,11549,19,B+,18.98,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"635,195.00",635.2,0.64
Unit 172 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,102,18,B+,18.42,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,610.00",5.61,0.01
Unit 104 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,192,28,B,28.45,None,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,560.00",10.56,0.01
Unit 6 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,190,28,B,27.86,Heat pumps,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"10,450.00",10.45,0.01
Unit 54 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,112,18,B+,18.37,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,160.00",6.16,0.01
Units 158-159 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,73,19,B+,18.67,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,015.00",4.02,0
Unit 163 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,238,18,B+,17.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,090.00",13.09,0.01
Unit 147 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,178,40,C,39.82,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"21,360.00",21.36,0.02
Unit 105 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,211,66,E+,65.66,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"25,320.00",25.32,0.03
Unit 10,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,251,13,A,12.65,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,530.00",7.53,0.01
Unit 112 Braehead Shopping Centre,,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,43,361,G,360.51,None,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,160.00",5.16,0.01
Unit 114,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,69,18,B+,17.65,None,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,795.00",3.8,0
Unit 146,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,854,11,A,11.07,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"25,620.00",25.62,0.03
Unit 161,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,363,16,B+,16.23,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"19,965.00",19.97,0.02
Unit 34 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,40,62,E+,62.49,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"4,800.00",4.8,0
Unit 107 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,177,19,B+,19.17,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"9,735.00",9.74,0.01
Unit 150 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,611,16,B+,15.61,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"33,605.00",33.61,0.03
Unit 168 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,240,18,B+,17.97,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,200.00",13.2,0.01
Unit 13 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,111,62,E+,61.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,320.00",13.32,0.01
"Unit 101, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,625,8,A,7.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"18,750.00",18.75,0.02
Unit 120a Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,106,41,C,41.06,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"12,720.00",12.72,0.01
"Unit 41, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,226,10,A,10.48,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,780.00",6.78,0.01
"Unit 35, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,21,24,B,23.9,None,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"1,155.00",1.16,0
Unit 56-57 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,655,208,G,208.43,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"78,600.00",78.6,0.08
Unit 111 Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,A1/A2 Retail and Financial/Professional services,114,64,E+,64.39,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"13,680.00",13.68,0.01
Unit 63-64 Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,642,16,B+,15.59,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"35,310.00",35.31,0.04
Unit 148,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,241,10,A,9.7,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"7,230.00",7.23,0.01
Unit 109 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,483,21,B+,21.2,None,Grid supplied,Grid Supplied Electricity,Mixed-mode with Mechanical Ventilation,,"26,565.00",26.57,0.03
Braehead Arena,Kings Inch Road,Glasgow,G51 4BN,General Assembly/Leisure,"General Assembly and Leisure, Night Clubs, and Theatres",10672,22,B+,21.5,None,Grid supplied,Natural Gas,Air Conditioning,,"586,960.00",586.96,0.59
Unit 140a Intu Braehead Shopping Centre,Kings Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,96,19,B+,18.51,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"5,280.00",5.28,0.01
Unit 155,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,99,15,A,15.17,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,970.00",2.97,0
Unit 142 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,111,18,B+,18.38,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"6,105.00",6.11,0.01
Unit 151,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,283,11,A,10.54,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,490.00",8.49,0.01
Unit 43 Intu Braehead Shopping Centre,Kings Inch Road,GLASGOW,G51 4BN,Retail/Financial,Retail/Financial and Professional services,1017,45,C,44.77,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"122,040.00",122.04,0.12
Unit 164,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,70,15,A,14.88,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"2,100.00",2.1,0
Clydebuilt Maritime Museum. Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,677,43,C,42.85,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"81,240.00",81.24,0.08
Unit 7,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,291,12,A,11.96,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"8,730.00",8.73,0.01
Unit 154,Braehead Shopping Centre,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,103,12,A,11.99,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"3,090.00",3.09,0
"Unit 65, Braehead Shopping Centre",King's Inch Road,Glasgow,G51 4BN,Retail/Financial,Retail/Financial and Professional services,347,14,A,13.51,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"10,410.00",10.41,0.01
Units 8-9 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,515,16,B+,15.84,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"28,325.00",28.33,0.03
Unit 51 Braehead Shopping Centre,Kings Inch Road,Renfrew,G51 4BN,Retail/Financial,Retail/Financial and Professional services,361,18,B+,17.83,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"19,855.00",19.86,0.02
