input_postcode,input_address,heating_type,building_emissions,result_address,result_value,Property Address,Proprietor,Tenant,Rateable Value,detail_url,search_url,ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,search_term,PROPERTY_TYPE,PROPERTY_TYPE_SHORT,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,MAIN_HEATING_FUEL,ELECTRICITY_SOURCE,RENEWABLE_SOURCES,BUILDING_ENVIRONMENT,BUILDING_EMISSIONS,Demand KWH,Demand MWH,Demand GWH
,,,,L441000100,WAREHOUSE,GRD & 1ST100 FIFTY PITCHES ROADGLASGOWG51 4EB,FLATLANDS LLP,WESTSIDE DISTRIBUTION LTD,"£110,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000100&PPRN=47437588&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000120,WAREHOUSE,120 FIFTY PITCHES ROADGLASGOWG51 4EB,PASCOE ENGINEERING LTD,AEROPAIR LTD,"£144,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000120&PPRN=47368519&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000135 F0101,OFFICE,FLAT 1-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£80,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0101&PPRN=47409215&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000135 F0102,OFFICE,FLAT 1-2CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,ABERLOUR CHILD CARE TRUST,"£16,900",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0102&PPRN=47432888&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000135 F0201,OFFICE,FLAT 2-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£63,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0201&PPRN=47409258&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000135 F0202,OFFICE,FLAT 2-2135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£32,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0202&PPRN=47452455&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=Fifty+Pitches+Road&searchtype=listing#results,,Fifty Pitches Road,Glasgow,G51 4EB,Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,7421,63,E+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,62.74,"890,520.00",890.52,0.89
,,,,L441000135 F0101,OFFICE,FLAT 1-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£80,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0101&PPRN=47409215&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0102,OFFICE,FLAT 1-2CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,ABERLOUR CHILD CARE TRUST,"£16,900",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0102&PPRN=47432888&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0201,OFFICE,FLAT 2-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£63,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0201&PPRN=47409258&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0202,OFFICE,FLAT 2-2135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£32,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0202&PPRN=47452455&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0G01,OFFICE,FLAT GROUND-1135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£64,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0G01&PPRN=47424869&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0G02,OFFICE,FLAT GROUND-2CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£28,250",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0G02&PPRN=47391146&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,288,52,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,52.13,"28,800.00",28.8,0.03
,,,,L441000135 F0101,OFFICE,FLAT 1-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£80,500",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0101&PPRN=47409215&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,508,46,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,46.31,"50,800.00",50.8,0.05
,,,,L441000135 F0102,OFFICE,FLAT 1-2CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,ABERLOUR CHILD CARE TRUST,"£16,900",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0102&PPRN=47432888&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,508,46,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,46.31,"50,800.00",50.8,0.05
,,,,L441000135 F0201,OFFICE,FLAT 2-1CARDONALD PARK135 FIFTY PITCHES ROADGLASGOWG51 4EB,SOUTHSIDE HOUSING ASSOCIATION,,"£63,000",https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll_cpsplit&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing&DISPLAY_COUNT=10&ASSESSOR_ID=&TYPE_FLAG=CP&ORDER_BY=PROPERTY_ADDRESS&H_ORDER_BY=SET+DESC&R_ORDER_BY=SET+DESC&DISPLAY_MODE=FULL_PROPOSED&type_flag=C&UARN=L441000135+F0201&PPRN=47409258&ASSESSOR_IDX=6&#results,https://www.saa.gov.uk/search/?SEARCHED=1&SEARCH_TABLE=valuation_roll&SEARCH_TERM=135+Fifty+Pitches+Road&searchtype=listing#results,,135 Fifty Pitches Road,Glasgow,G51 4EB,135 Fifty Pitches Road,Offices and Workshop businesses,Office/Workshop,508,46,D+,Natural Gas,Grid supplied,Heat pumps,Air Conditioning,46.31,"50,800.00",50.8,0.05
